"","ID.Ibex","Response","FeatureMatch","Word1","Word2","WordPair"
"1","67722f8e3a4f08a288a1f640","99","SelfPair","corpse","corpse","corpse-corpse"
"2","67722f8e3a4f08a288a1f640","0","MaxMismatch","sunshine","inmate","sunshine-inmate"
"3","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","dictator","chipmunk","dictator-chipmunk"
"4","67722f8e3a4f08a288a1f640","99","SelfPair","pizza","pizza","pizza-pizza"
"5","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","corpse","feast","corpse-feast"
"6","67722f8e3a4f08a288a1f640","0","MaxMatch","wiretap","cocaine","wiretap-cocaine"
"7","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","poison","doughnut","poison-doughnut"
"8","67722f8e3a4f08a288a1f640","0","MaxMismatch","wiretap","chipmunk","wiretap-chipmunk"
"9","67722f8e3a4f08a288a1f640","0","MaxMismatch","heroin","husband","heroin-husband"
"10","67722f8e3a4f08a288a1f640","99","SelfPair","poison","poison","poison-poison"
"11","67722f8e3a4f08a288a1f640","0","MaxMatch","asshole","inmate","asshole-inmate"
"12","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","asshole","bunny","asshole-bunny"
"13","67722f8e3a4f08a288a1f640","0","MaxMismatch","pizza","dictator","pizza-dictator"
"14","67722f8e3a4f08a288a1f640","99","SelfPair","meadow","meadow","meadow-meadow"
"15","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","laughter","bunny","laughter-bunny"
"16","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","heroin","inmate","heroin-inmate"
"17","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","tapeworm","comedian","tapeworm-comedian"
"18","67722f8e3a4f08a288a1f640","0","MaxMismatch","feast","tapeworm","feast-tapeworm"
"19","67722f8e3a4f08a288a1f640","0","MaxMismatch","flood","duckling","flood-duckling"
"20","67722f8e3a4f08a288a1f640","0","MaxMismatch","cocaine","bunny","cocaine-bunny"
"21","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","smallpox","widow","smallpox-widow"
"22","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","cocaine","tapeworm","cocaine-tapeworm"
"23","67722f8e3a4f08a288a1f640","0","MaxMatch","heroin","swastika","heroin-swastika"
"24","67722f8e3a4f08a288a1f640","0","MaxMismatch","excrement","princess","excrement-princess"
"25","67722f8e3a4f08a288a1f640","0","MaxMatch","poison","corpse","poison-corpse"
"26","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","intruder","sibling","intruder-sibling"
"27","67722f8e3a4f08a288a1f640","99","SelfPair","slave","slave","slave-slave"
"28","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","cocaine","prize","cocaine-prize"
"29","67722f8e3a4f08a288a1f640","99","SelfPair","heroin","heroin","heroin-heroin"
"30","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","dollar","princess","dollar-princess"
"31","67722f8e3a4f08a288a1f640","99","SelfPair","princess","princess","princess-princess"
"32","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","corpse","slave","corpse-slave"
"33","67722f8e3a4f08a288a1f640","0","MaxMatch","award","sandwich","award-sandwich"
"34","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","flood","sandwich","flood-sandwich"
"35","67722f8e3a4f08a288a1f640","0","MaxMatch","puppy","chipmunk","puppy-chipmunk"
"36","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","sunshine","comedian","sunshine-comedian"
"37","67722f8e3a4f08a288a1f640","99","SelfPair","bunny","bunny","bunny-bunny"
"38","67722f8e3a4f08a288a1f640","0","MaxMismatch","poison","kitten","poison-kitten"
"39","67722f8e3a4f08a288a1f640","0","MaxMismatch","sandwich","slave","sandwich-slave"
"40","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","doughnut","husband","doughnut-husband"
"41","67722f8e3a4f08a288a1f640","99","SelfPair","husband","husband","husband-husband"
"42","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","gunshot","meadow","gunshot-meadow"
"43","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","pizza","chipmunk","pizza-chipmunk"
"44","67722f8e3a4f08a288a1f640","0","MaxMatch","slave","widow","slave-widow"
"45","67722f8e3a4f08a288a1f640","99","SelfPair","flood","flood","flood-flood"
"46","67722f8e3a4f08a288a1f640","0","MaxMatch","laughter","meadow","laughter-meadow"
"47","67722f8e3a4f08a288a1f640","0","MaxMatch","duckling","princess","duckling-princess"
"48","67722f8e3a4f08a288a1f640","0","MaxMatch","feast","doughnut","feast-doughnut"
"49","67722f8e3a4f08a288a1f640","0","ValenceMatchingOnly","award","duckling","award-duckling"
"50","67722f8e3a4f08a288a1f640","0","ConceptualMatchingOnly","smallpox","award","smallpox-award"
"51","633eb584ec1a3cf0efdc2563","0","ConceptualMatchingOnly","flood","sandwich","flood-sandwich"
"52","633eb584ec1a3cf0efdc2563","0","MaxMismatch","poison","kitten","poison-kitten"
"53","633eb584ec1a3cf0efdc2563","58","MaxMismatch","feast","tapeworm","feast-tapeworm"
"54","633eb584ec1a3cf0efdc2563","6","ValenceMatchingOnly","heroin","inmate","heroin-inmate"
"55","633eb584ec1a3cf0efdc2563","6","MaxMismatch","flood","duckling","flood-duckling"
"56","633eb584ec1a3cf0efdc2563","0","ConceptualMatchingOnly","cocaine","prize","cocaine-prize"
"57","633eb584ec1a3cf0efdc2563","0","MaxMismatch","sunshine","inmate","sunshine-inmate"
"58","633eb584ec1a3cf0efdc2563","0","MaxMatch","duckling","princess","duckling-princess"
"59","633eb584ec1a3cf0efdc2563","99","SelfPair","slave","slave","slave-slave"
"60","633eb584ec1a3cf0efdc2563","0","ValenceMatchingOnly","award","duckling","award-duckling"
"61","633eb584ec1a3cf0efdc2563","0","ConceptualMatchingOnly","intruder","sibling","intruder-sibling"
"62","633eb584ec1a3cf0efdc2563","13","ConceptualMatchingOnly","corpse","feast","corpse-feast"
"63","633eb584ec1a3cf0efdc2563","99","SelfPair","princess","princess","princess-princess"
"64","633eb584ec1a3cf0efdc2563","76","MaxMatch","feast","doughnut","feast-doughnut"
"65","633eb584ec1a3cf0efdc2563","0","ValenceMatchingOnly","laughter","bunny","laughter-bunny"
"66","633eb584ec1a3cf0efdc2563","99","SelfPair","bunny","bunny","bunny-bunny"
"67","633eb584ec1a3cf0efdc2563","0","ValenceMatchingOnly","cocaine","tapeworm","cocaine-tapeworm"
"68","633eb584ec1a3cf0efdc2563","0","MaxMatch","award","sandwich","award-sandwich"
"69","633eb584ec1a3cf0efdc2563","0","MaxMismatch","cocaine","bunny","cocaine-bunny"
"70","633eb584ec1a3cf0efdc2563","0","MaxMismatch","pizza","dictator","pizza-dictator"
"71","633eb584ec1a3cf0efdc2563","0","MaxMatch","laughter","meadow","laughter-meadow"
"72","633eb584ec1a3cf0efdc2563","0","ConceptualMatchingOnly","poison","doughnut","poison-doughnut"
"73","633eb584ec1a3cf0efdc2563","0","ConceptualMatchingOnly","dictator","chipmunk","dictator-chipmunk"
"74","633eb584ec1a3cf0efdc2563","99","SelfPair","poison","poison","poison-poison"
"75","633eb584ec1a3cf0efdc2563","99","SelfPair","corpse","corpse","corpse-corpse"
"76","633eb584ec1a3cf0efdc2563","99","SelfPair","pizza","pizza","pizza-pizza"
"77","633eb584ec1a3cf0efdc2563","0","ValenceMatchingOnly","doughnut","husband","doughnut-husband"
"78","633eb584ec1a3cf0efdc2563","0","MaxMatch","heroin","swastika","heroin-swastika"
"79","633eb584ec1a3cf0efdc2563","0","MaxMatch","poison","corpse","poison-corpse"
"80","633eb584ec1a3cf0efdc2563","0","ValenceMatchingOnly","smallpox","widow","smallpox-widow"
"81","633eb584ec1a3cf0efdc2563","0","MaxMatch","wiretap","cocaine","wiretap-cocaine"
