Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
toxin,choke,noun-negative,verb-negative,ValenceMatchingOnly
toxin,fester,noun-negative,verb-negative,ValenceMatchingOnly
toxin,writhe,noun-negative,verb-negative,ValenceMatchingOnly
toxin,bleed,noun-negative,verb-negative,ValenceMatchingOnly
toxin,stab,noun-negative,verb-negative,ValenceMatchingOnly
toxin,befall,noun-negative,verb-negative,ValenceMatchingOnly
toxin,criticize,noun-negative,verb-negative,ValenceMatchingOnly
toxin,exploit,noun-negative,verb-negative,ValenceMatchingOnly
toxin,resent,noun-negative,verb-negative,ValenceMatchingOnly
toxin,obsess,noun-negative,verb-negative,ValenceMatchingOnly
garbage,choke,noun-negative,verb-negative,ValenceMatchingOnly
garbage,fester,noun-negative,verb-negative,ValenceMatchingOnly
garbage,writhe,noun-negative,verb-negative,ValenceMatchingOnly
garbage,bleed,noun-negative,verb-negative,ValenceMatchingOnly
garbage,stab,noun-negative,verb-negative,ValenceMatchingOnly
garbage,befall,noun-negative,verb-negative,ValenceMatchingOnly
garbage,criticize,noun-negative,verb-negative,ValenceMatchingOnly
garbage,exploit,noun-negative,verb-negative,ValenceMatchingOnly
garbage,resent,noun-negative,verb-negative,ValenceMatchingOnly
garbage,obsess,noun-negative,verb-negative,ValenceMatchingOnly
mud,choke,noun-negative,verb-negative,ValenceMatchingOnly
mud,fester,noun-negative,verb-negative,ValenceMatchingOnly
mud,writhe,noun-negative,verb-negative,ValenceMatchingOnly
mud,bleed,noun-negative,verb-negative,ValenceMatchingOnly
mud,stab,noun-negative,verb-negative,ValenceMatchingOnly
mud,befall,noun-negative,verb-negative,ValenceMatchingOnly
mud,criticize,noun-negative,verb-negative,ValenceMatchingOnly
mud,exploit,noun-negative,verb-negative,ValenceMatchingOnly
mud,resent,noun-negative,verb-negative,ValenceMatchingOnly
mud,obsess,noun-negative,verb-negative,ValenceMatchingOnly
corpse,choke,noun-negative,verb-negative,ValenceMatchingOnly
corpse,fester,noun-negative,verb-negative,ValenceMatchingOnly
corpse,writhe,noun-negative,verb-negative,ValenceMatchingOnly
corpse,bleed,noun-negative,verb-negative,ValenceMatchingOnly
corpse,stab,noun-negative,verb-negative,ValenceMatchingOnly
corpse,befall,noun-negative,verb-negative,ValenceMatchingOnly
corpse,criticize,noun-negative,verb-negative,ValenceMatchingOnly
corpse,exploit,noun-negative,verb-negative,ValenceMatchingOnly
corpse,resent,noun-negative,verb-negative,ValenceMatchingOnly
corpse,obsess,noun-negative,verb-negative,ValenceMatchingOnly
slave,choke,noun-negative,verb-negative,ValenceMatchingOnly
slave,fester,noun-negative,verb-negative,ValenceMatchingOnly
slave,writhe,noun-negative,verb-negative,ValenceMatchingOnly
slave,bleed,noun-negative,verb-negative,ValenceMatchingOnly
slave,stab,noun-negative,verb-negative,ValenceMatchingOnly
slave,befall,noun-negative,verb-negative,ValenceMatchingOnly
slave,criticize,noun-negative,verb-negative,ValenceMatchingOnly
slave,exploit,noun-negative,verb-negative,ValenceMatchingOnly
slave,resent,noun-negative,verb-negative,ValenceMatchingOnly
slave,obsess,noun-negative,verb-negative,ValenceMatchingOnly
choke,terror,verb-negative,noun-negative,ValenceMatchingOnly
choke,hatred,verb-negative,noun-negative,ValenceMatchingOnly
choke,anxiety,verb-negative,noun-negative,ValenceMatchingOnly
choke,failure,verb-negative,noun-negative,ValenceMatchingOnly
choke,grief,verb-negative,noun-negative,ValenceMatchingOnly
fester,terror,verb-negative,noun-negative,ValenceMatchingOnly
fester,hatred,verb-negative,noun-negative,ValenceMatchingOnly
fester,anxiety,verb-negative,noun-negative,ValenceMatchingOnly
fester,failure,verb-negative,noun-negative,ValenceMatchingOnly
fester,grief,verb-negative,noun-negative,ValenceMatchingOnly
writhe,terror,verb-negative,noun-negative,ValenceMatchingOnly
writhe,hatred,verb-negative,noun-negative,ValenceMatchingOnly
writhe,anxiety,verb-negative,noun-negative,ValenceMatchingOnly
writhe,failure,verb-negative,noun-negative,ValenceMatchingOnly
writhe,grief,verb-negative,noun-negative,ValenceMatchingOnly
bleed,terror,verb-negative,noun-negative,ValenceMatchingOnly
bleed,hatred,verb-negative,noun-negative,ValenceMatchingOnly
bleed,anxiety,verb-negative,noun-negative,ValenceMatchingOnly
bleed,failure,verb-negative,noun-negative,ValenceMatchingOnly
bleed,grief,verb-negative,noun-negative,ValenceMatchingOnly
stab,terror,verb-negative,noun-negative,ValenceMatchingOnly
stab,hatred,verb-negative,noun-negative,ValenceMatchingOnly
stab,anxiety,verb-negative,noun-negative,ValenceMatchingOnly
stab,failure,verb-negative,noun-negative,ValenceMatchingOnly
stab,grief,verb-negative,noun-negative,ValenceMatchingOnly
terror,befall,noun-negative,verb-negative,ValenceMatchingOnly
terror,criticize,noun-negative,verb-negative,ValenceMatchingOnly
terror,exploit,noun-negative,verb-negative,ValenceMatchingOnly
terror,resent,noun-negative,verb-negative,ValenceMatchingOnly
terror,obsess,noun-negative,verb-negative,ValenceMatchingOnly
hatred,befall,noun-negative,verb-negative,ValenceMatchingOnly
hatred,criticize,noun-negative,verb-negative,ValenceMatchingOnly
hatred,exploit,noun-negative,verb-negative,ValenceMatchingOnly
hatred,resent,noun-negative,verb-negative,ValenceMatchingOnly
