Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
toxin,compassion,noun-negative,noun-positive,ConceptualMatchingOnly
toxin,freedom,noun-negative,noun-positive,ConceptualMatchingOnly
toxin,gratitude,noun-negative,noun-positive,ConceptualMatchingOnly
toxin,inspiration,noun-negative,noun-positive,ConceptualMatchingOnly
toxin,kindness,noun-negative,noun-positive,ConceptualMatchingOnly
toxin,beach,noun-negative,noun-postiive,ConceptualMatchingOnly
toxin,chocolate,noun-negative,noun-postiive,ConceptualMatchingOnly
toxin,fireplace,noun-negative,noun-postiive,ConceptualMatchingOnly
toxin,flowers,noun-negative,noun-postiive,ConceptualMatchingOnly
toxin,home,noun-negative,noun-postiive,ConceptualMatchingOnly
garbage,compassion,noun-negative,noun-positive,ConceptualMatchingOnly
garbage,freedom,noun-negative,noun-positive,ConceptualMatchingOnly
garbage,gratitude,noun-negative,noun-positive,ConceptualMatchingOnly
garbage,inspiration,noun-negative,noun-positive,ConceptualMatchingOnly
garbage,kindness,noun-negative,noun-positive,ConceptualMatchingOnly
garbage,beach,noun-negative,noun-postiive,ConceptualMatchingOnly
garbage,chocolate,noun-negative,noun-postiive,ConceptualMatchingOnly
garbage,fireplace,noun-negative,noun-postiive,ConceptualMatchingOnly
garbage,flowers,noun-negative,noun-postiive,ConceptualMatchingOnly
garbage,home,noun-negative,noun-postiive,ConceptualMatchingOnly
mud,compassion,noun-negative,noun-positive,ConceptualMatchingOnly
mud,freedom,noun-negative,noun-positive,ConceptualMatchingOnly
mud,gratitude,noun-negative,noun-positive,ConceptualMatchingOnly
mud,inspiration,noun-negative,noun-positive,ConceptualMatchingOnly
mud,kindness,noun-negative,noun-positive,ConceptualMatchingOnly
mud,beach,noun-negative,noun-postiive,ConceptualMatchingOnly
mud,chocolate,noun-negative,noun-postiive,ConceptualMatchingOnly
mud,fireplace,noun-negative,noun-postiive,ConceptualMatchingOnly
mud,flowers,noun-negative,noun-postiive,ConceptualMatchingOnly
mud,home,noun-negative,noun-postiive,ConceptualMatchingOnly
corpse,compassion,noun-negative,noun-positive,ConceptualMatchingOnly
corpse,freedom,noun-negative,noun-positive,ConceptualMatchingOnly
corpse,gratitude,noun-negative,noun-positive,ConceptualMatchingOnly
corpse,inspiration,noun-negative,noun-positive,ConceptualMatchingOnly
corpse,kindness,noun-negative,noun-positive,ConceptualMatchingOnly
